	row number	reason	data
2299	2843	Invalid end date	{'account_no': 2843, 'customer_number': 13047, 'age_group': '55-59', 'state': 'NSW', 'postcode': 2429.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '2/12/20', 'cool_off': '16/12/20', 'billing_start': '17/12/20', 'billing_end': nan}
2300	2844	Invalid end date	{'account_no': 2844, 'customer_number': 5961, 'age_group': '45-49', 'state': 'ACT', 'postcode': 2612.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '7/1/21', 'cool_off': '22/1/21', 'billing_start': '12/4/21', 'billing_end': nan}
2301	2845	Invalid end date	{'account_no': 2845, 'customer_number': 1517, 'age_group': '55-59', 'state': 'NSW', 'postcode': 2065.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/3/21', 'cool_off': '12/4/21', 'billing_start': '15/4/21', 'billing_end': nan}
2302	2846	Invalid end date	{'account_no': 2846, 'customer_number': 543, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3192.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '29/5/20', 'cool_off': nan, 'billing_start': '6/5/20', 'billing_end': nan}
2303	2849	Invalid end date	{'account_no': 2849, 'customer_number': 1927, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3804.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '17/8/20', 'cool_off': '1/9/20', 'billing_start': '31/8/20', 'billing_end': nan}
2304	2850	Invalid end date	{'account_no': 2850, 'customer_number': 2876, 'age_group': '55-59', 'state': 'QLD', 'postcode': 4560.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '9/2/21', 'cool_off': '23/2/21', 'billing_start': '25/2/21', 'billing_end': nan}
2305	2851	Invalid end date	{'account_no': 2851, 'customer_number': 8766, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3142.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '21/4/21', 'cool_off': '6/5/21', 'billing_start': '6/5/21', 'billing_end': nan}
2306	2852	Invalid end date	{'account_no': 2852, 'customer_number': 10711, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3331.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '14/1/21', 'cool_off': '1/2/21', 'billing_start': '1/2/21', 'billing_end': nan}
2307	2853	Invalid end date	{'account_no': 2853, 'customer_number': 4676, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3953.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '29/3/21', 'cool_off': nan, 'billing_start': '21/4/21', 'billing_end': nan}
2308	2854	Invalid end date	{'account_no': 2854, 'customer_number': 8435, 'age_group': '>69', 'state': 'VIC', 'postcode': 3242.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '17/12/20', 'cool_off': '5/1/21', 'billing_start': '5/1/21', 'billing_end': nan}
2309	2855	Invalid end date	{'account_no': 2855, 'customer_number': 5256, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3038.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '19/10/20', 'cool_off': '4/11/20', 'billing_start': '4/11/20', 'billing_end': nan}
2310	2856	Invalid end date	{'account_no': 2856, 'customer_number': 1589, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3190.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '9/9/20', 'cool_off': '23/9/20', 'billing_start': '22/9/20', 'billing_end': nan}
2311	2857	Invalid end date	{'account_no': 2857, 'customer_number': 4824, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3070.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '14/1/21', 'cool_off': '29/1/21', 'billing_start': '29/1/21', 'billing_end': nan}
2312	2860	Invalid end date	{'account_no': 2860, 'customer_number': 5897, 'age_group': '60-64', 'state': 'NSW', 'postcode': 2256.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/5/20', 'cool_off': '20/5/20', 'billing_start': '22/5/20', 'billing_end': nan}
2313	2862	Invalid end date	{'account_no': 2862, 'customer_number': 14338, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3127.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/1/21', 'cool_off': '20/1/21', 'billing_start': '19/1/21', 'billing_end': nan}
2314	2863	Invalid end date	{'account_no': 2863, 'customer_number': 7468, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3144.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/10/20', 'cool_off': '20/10/20', 'billing_start': '19/10/20', 'billing_end': nan}
2315	2866	Invalid end date	{'account_no': 2866, 'customer_number': 5047, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3029.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '22/2/21', 'cool_off': nan, 'billing_start': '1/3/21', 'billing_end': nan}
2316	2867	Invalid end date	{'account_no': 2867, 'customer_number': 14248, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3187.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '4/6/21', 'cool_off': nan, 'billing_start': '10/6/21', 'billing_end': nan}
2317	2868	Invalid start date	{'account_no': 2868, 'customer_number': 17240, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3134.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '2/7/21', 'cool_off': '16/7/21', 'billing_start': nan, 'billing_end': '25/10/21'}
2318	2869	Invalid end date	{'account_no': 2869, 'customer_number': 763, 'age_group': '35-39', 'state': 'NSW', 'postcode': 2138.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Interval', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '4/8/21', 'cool_off': nan, 'billing_start': '10/8/21', 'billing_end': nan}
2319	2870	Invalid end date	{'account_no': 2870, 'customer_number': 9810, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3175.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '13/11/20', 'cool_off': '27/11/20', 'billing_start': '26/11/20', 'billing_end': nan}
2320	2871	Invalid end date	{'account_no': 2871, 'customer_number': 2146, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3787.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '15/3/20', 'cool_off': '27/3/20', 'billing_start': '28/3/20', 'billing_end': nan}
2321	2872	Invalid end date	{'account_no': 2872, 'customer_number': 5206, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3617.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/3/20', 'cool_off': '7/4/20', 'billing_start': '8/4/20', 'billing_end': nan}
2322	2873	Invalid end date	{'account_no': 2873, 'customer_number': 1354, 'age_group': '>69', 'state': 'VIC', 'postcode': 3939.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '4/12/20', 'cool_off': '18/12/20', 'billing_start': '28/12/20', 'billing_end': nan}
2323	2874	Invalid end date	{'account_no': 2874, 'customer_number': 11088, 'age_group': '25-29', 'state': 'VIC', 'postcode': 3168.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '16/10/20', 'cool_off': nan, 'billing_start': '27/10/20', 'billing_end': nan}
2324	2875	Invalid end date	{'account_no': 2875, 'customer_number': 17131, 'age_group': '55-59', 'state': 'NSW', 'postcode': 2444.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '16/5/21', 'cool_off': '28/5/21', 'billing_start': '29/5/21', 'billing_end': nan}
2325	2876	Invalid end date	{'account_no': 2876, 'customer_number': 8759, 'age_group': '50-54', 'state': 'NSW', 'postcode': 2083.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '22/10/20', 'cool_off': '5/11/20', 'billing_start': '6/11/20', 'billing_end': nan}
2326	2877	Invalid end date	{'account_no': 2877, 'customer_number': 651, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3844.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '17/11/20', 'cool_off': '1/12/20', 'billing_start': '30/11/20', 'billing_end': nan}
2327	2878	Invalid end date	{'account_no': 2878, 'customer_number': 4678, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3753.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '18/5/21', 'cool_off': '1/6/21', 'billing_start': '2/6/21', 'billing_end': nan}
2328	2879	Invalid end date	{'account_no': 2879, 'customer_number': 8254, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3088.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '4/6/20', 'cool_off': '19/6/20', 'billing_start': '18/6/20', 'billing_end': nan}
2329	2880	Invalid start date	{'account_no': 2880, 'customer_number': 681, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3141.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '7/12/20', 'cool_off': '21/12/20', 'billing_start': nan, 'billing_end': '24/12/20'}
2330	2881	Invalid end date	{'account_no': 2881, 'customer_number': 5171, 'age_group': '25-29', 'state': 'VIC', 'postcode': 3141.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '13/6/21', 'cool_off': '28/6/21', 'billing_start': '30/6/21', 'billing_end': nan}
2331	2883	Invalid end date	{'account_no': 2883, 'customer_number': 15026, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3152.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '18/9/20', 'cool_off': '5/10/20', 'billing_start': '4/10/20', 'billing_end': nan}
2332	2884	Invalid end date	{'account_no': 2884, 'customer_number': 13546, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3217.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '15/2/21', 'cool_off': '1/3/21', 'billing_start': '23/3/21', 'billing_end': nan}
2333	2885	Invalid end date	{'account_no': 2885, 'customer_number': 1235, 'age_group': '65-69', 'state': 'VIC', 'postcode': 3943.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '4/2/21', 'cool_off': '18/2/21', 'billing_start': '17/2/21', 'billing_end': nan}
2334	2886	Invalid end date	{'account_no': 2886, 'customer_number': 4012, 'age_group': '>69', 'state': 'NSW', 'postcode': 2264.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '16/7/21', 'cool_off': nan, 'billing_start': '30/7/21', 'billing_end': nan}
2335	2889	Invalid end date	{'account_no': 2889, 'customer_number': 16952, 'age_group': '50-54', 'state': 'NSW', 'postcode': 2224.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '26/10/20', 'cool_off': '9/11/20', 'billing_start': '11/11/20', 'billing_end': nan}
2336	2890	Invalid end date	{'account_no': 2890, 'customer_number': 15098, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3939.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '16/4/21', 'cool_off': '30/4/21', 'billing_start': '29/4/21', 'billing_end': nan}
2337	2892	Invalid end date	{'account_no': 2892, 'customer_number': 12819, 'age_group': '60-64', 'state': 'NSW', 'postcode': 2042.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '27/9/20', 'cool_off': '12/10/20', 'billing_start': '15/10/20', 'billing_end': nan}
2338	2894	Invalid end date	{'account_no': 2894, 'customer_number': 17059, 'age_group': '60-64', 'state': 'VIC', 'postcode': 3193.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '1/9/21', 'cool_off': '15/9/21', 'billing_start': '17/9/21', 'billing_end': nan}
2339	2895	Invalid end date	{'account_no': 2895, 'customer_number': 10979, 'age_group': '50-54', 'state': 'SA', 'postcode': 5051.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '29/10/20', 'cool_off': '12/11/20', 'billing_start': '14/11/20', 'billing_end': nan}
2340	2896	Invalid end date	{'account_no': 2896, 'customer_number': 17328, 'age_group': '40-44', 'state': 'NSW', 'postcode': 2768.0, 'site_type': 'BUSINESS', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '15/11/20', 'cool_off': '27/11/20', 'billing_start': '28/11/20', 'billing_end': nan}
2341	2897	Invalid end date	{'account_no': 2897, 'customer_number': 2464, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3140.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '2/3/21', 'cool_off': '17/3/21', 'billing_start': '16/3/21', 'billing_end': nan}
2342	2898	Invalid end date	{'account_no': 2898, 'customer_number': 2187, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3181.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '25/8/20', 'cool_off': '8/9/20', 'billing_start': '8/9/20', 'billing_end': nan}
2343	2899	Invalid end date	{'account_no': 2899, 'customer_number': 15966, 'age_group': '25-29', 'state': 'VIC', 'postcode': 3000.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '15/3/21', 'cool_off': '29/3/21', 'billing_start': '28/3/21', 'billing_end': nan}
2344	2900	Invalid end date	{'account_no': 2900, 'customer_number': 558, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3939.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '20/10/20', 'cool_off': '6/11/20', 'billing_start': '5/11/20', 'billing_end': nan}
2345	2901	Invalid end date	{'account_no': 2901, 'customer_number': 15378, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3188.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '1/7/20', 'cool_off': '15/7/20', 'billing_start': '14/7/20', 'billing_end': nan}
2346	2902	Invalid start date	{'account_no': 2902, 'customer_number': 13210, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3064.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '13/5/21', 'cool_off': '27/5/21', 'billing_start': nan, 'billing_end': '11/6/21'}
2347	2903	Invalid end date	{'account_no': 2903, 'customer_number': 13361, 'age_group': '55-59', 'state': 'NSW', 'postcode': 2026.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '18/7/21', 'cool_off': '30/7/21', 'billing_start': '4/8/21', 'billing_end': nan}
2348	2904	Invalid end date	{'account_no': 2904, 'customer_number': 9609, 'age_group': '30-34', 'state': 'QLD', 'postcode': 4101.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '12/5/20', 'cool_off': '26/5/20', 'billing_start': '19/6/20', 'billing_end': nan}
2349	2908	Invalid end date	{'account_no': 2908, 'customer_number': 8957, 'age_group': '30-34', 'state': 'NSW', 'postcode': 2037.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '30/11/20', 'cool_off': nan, 'billing_start': '2/12/20', 'billing_end': nan}
2350	2909	Invalid end date	{'account_no': 2909, 'customer_number': 322, 'age_group': '65-69', 'state': 'VIC', 'postcode': 3220.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '4/7/21', 'cool_off': '16/7/21', 'billing_start': '19/7/21', 'billing_end': nan}
2351	2910	Invalid end date	{'account_no': 2910, 'customer_number': 12883, 'age_group': '>69', 'state': 'VIC', 'postcode': 3925.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '20/9/21', 'cool_off': '5/10/21', 'billing_start': '8/10/21', 'billing_end': nan}
2352	2912	Invalid start date	{'account_no': 2912, 'customer_number': 12912, 'age_group': '50-54', 'state': 'QLD', 'postcode': 4209.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '13/4/21', 'cool_off': '28/4/21', 'billing_start': nan, 'billing_end': '29/4/21'}
2353	2913	Invalid end date	{'account_no': 2913, 'customer_number': 5835, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3057.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '28/4/21', 'cool_off': '12/5/21', 'billing_start': '13/5/21', 'billing_end': nan}
2354	2914	Invalid start date&Invalid end date	{'account_no': 2914, 'customer_number': 7010, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3057.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '19/8/20', 'cool_off': '2/9/20', 'billing_start': nan, 'billing_end': nan}
2355	2915	Invalid end date	{'account_no': 2915, 'customer_number': 9414, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3909.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '16/6/20', 'cool_off': '1/7/20', 'billing_start': '30/6/20', 'billing_end': nan}
2356	2916	Invalid end date	{'account_no': 2916, 'customer_number': 6925, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3284.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '17/1/21', 'cool_off': '2/2/21', 'billing_start': '12/2/21', 'billing_end': nan}
